,Close
2008-03-10 04:00:00,935.5186573988939
2008-03-11 04:00:00,926.2303874028449
2008-03-12 04:00:00,934.4651431696902
2008-03-13 04:00:00,944.4693400609084
2008-03-14 04:00:00,949.85840085425
2008-03-17 04:00:00,957.408731368918
2008-03-18 04:00:00,955.7484907823376
2008-03-19 04:00:00,975.9264846507164
2008-03-20 04:00:00,982.9556637764443
2008-03-24 04:00:00,1125.5850726927604
2008-03-25 04:00:00,1119.0915538364636
2008-03-26 04:00:00,1127.1308328707025
2008-03-27 04:00:00,1110.7892260115555
2008-03-28 04:00:00,1016.2117578981911
2008-03-31 04:00:00,1016.7540825564163
2008-04-01 04:00:00,1037.82638584162
2008-04-02 04:00:00,1022.6564358111117
2008-04-03 04:00:00,1013.1765567717295
2008-04-04 04:00:00,1015.0827966294936
2008-04-07 04:00:00,1088.2431045123194
2008-04-08 04:00:00,1083.406261979774
2008-04-09 04:00:00,1099.4148531163223
2008-04-10 04:00:00,1098.505843550299
2008-04-11 04:00:00,1084.901738770126
2008-04-14 04:00:00,1087.526759645777
2008-04-15 04:00:00,1092.266374410726
2008-04-16 04:00:00,1101.0564250503696
2008-04-17 04:00:00,1093.5434209591765
2008-04-18 04:00:00,1101.7653250683868
2008-04-21 04:00:00,1088.314702729476
2008-04-22 04:00:00,1101.479510538605
2008-04-23 04:00:00,1093.8169763521826
2008-04-24 04:00:00,1113.6313704400152
2008-04-25 04:00:00,1111.3551276565938
2008-04-28 04:00:00,1117.1382156453626
2008-04-29 04:00:00,1107.7285212125807
2008-04-30 04:00:00,1097.7408189263874
2008-05-01 04:00:00,1018.387765228819
2008-05-02 04:00:00,1015.2320222117701
2008-05-05 04:00:00,1032.1211002622586
2008-05-06 04:00:00,928.150885040541
2008-05-07 04:00:00,920.7173209760274
2008-05-08 04:00:00,910.7426317403596
2008-05-09 04:00:00,915.9027046293699
2008-05-12 04:00:00,1007.4604014985238
2008-05-13 04:00:00,1018.3360437211693
2008-05-14 04:00:00,1013.5314022960235
2008-05-15 04:00:00,1012.520215755108
2008-05-16 04:00:00,1111.5827564059718
2008-05-19 04:00:00,1112.8204313238884
2008-05-20 04:00:00,1113.0514260333211
2008-05-21 04:00:00,1110.915596430359
2008-05-22 04:00:00,1098.2423079060084
2008-05-23 04:00:00,1096.9209872150548
2008-05-27 04:00:00,1188.1542967998125
2008-05-28 04:00:00,1214.235199808992
2008-05-29 04:00:00,1217.5895046676653
2008-05-30 04:00:00,1208.1129078519705
2008-06-02 04:00:00,1221.2731153185355
2008-06-03 04:00:00,1218.818770572154
2008-06-04 04:00:00,1219.1579246117362
2008-06-05 04:00:00,1228.8712092984192
2008-06-06 04:00:00,1227.4218561812995
2008-06-09 04:00:00,1232.9455045442176
2008-06-10 04:00:00,1255.8996094905217
2008-06-11 04:00:00,1259.4946525298385
2008-06-12 04:00:00,1246.5585266671403
2008-06-13 04:00:00,1231.1019918111
2008-06-16 04:00:00,1379.2681675136575
2008-06-17 04:00:00,1359.7069005349235
2008-06-18 04:00:00,1342.0508524425322
2008-06-19 04:00:00,1353.9191686583245
2008-06-20 04:00:00,1339.9222478729555
2008-06-23 04:00:00,1367.196616830287
2008-06-24 04:00:00,1545.2231076278513
2008-06-25 04:00:00,1554.5032908304154
2008-06-26 04:00:00,1553.7546351456017
2008-06-27 04:00:00,1699.6982945882364
2008-06-30 04:00:00,1699.3513603507204
2008-07-01 04:00:00,1697.7287669867555
2008-07-02 04:00:00,1725.2648885546987
2008-07-03 13:30:00,1727.3377030035274
2008-07-07 04:00:00,1733.492090208841
2008-07-08 04:00:00,1735.0481030279207
2008-07-09 04:00:00,1745.577956920498
2008-07-10 04:00:00,1596.5836944493196
2008-07-11 04:00:00,1602.925028721893
2008-07-14 04:00:00,1621.163122519189
2008-07-15 04:00:00,1598.031208060876
2008-07-16 04:00:00,1598.4465894434534
2008-07-17 04:00:00,1612.7236300613736
2008-07-18 04:00:00,1759.447696516458
2008-07-21 04:00:00,1782.6480068328253
2008-07-22 04:00:00,1771.7330552674994
2008-07-23 04:00:00,1617.3736898491823
2008-07-24 04:00:00,1611.6290069352685
2008-07-25 04:00:00,1603.1373148195612
2008-07-28 04:00:00,1568.5390058707517
2008-07-29 04:00:00,1538.6478607192682
2008-07-30 04:00:00,1535.4385289908762
2008-07-31 04:00:00,1684.1912569990625
2008-08-01 04:00:00,1658.1249724329157
2008-08-04 04:00:00,1662.166903073132
2008-08-05 04:00:00,1678.3736968989863
2008-08-06 04:00:00,1690.1746914099665
2008-08-07 04:00:00,1674.411997840231
2008-08-08 04:00:00,1655.3761736063764
2008-08-11 04:00:00,1644.2434087636593
2008-08-12 04:00:00,1648.9525683553995
2008-08-13 04:00:00,1635.1978449521966
2008-08-14 04:00:00,1624.405449768478
2008-08-15 04:00:00,1632.5216975955282
2008-08-18 04:00:00,1610.5446706357047
2008-08-19 04:00:00,1622.6586209821394
2008-08-20 04:00:00,1614.4849097305098
2008-08-21 04:00:00,1625.6243728157972
2008-08-22 04:00:00,1606.8485307719607
2008-08-25 04:00:00,1626.4765592913973
2008-08-26 04:00:00,1651.3266603224947
2008-08-27 04:00:00,1655.7696079101186
2008-08-28 04:00:00,1654.0708427855873
2008-08-29 04:00:00,1665.5386548153404
2008-09-02 04:00:00,1659.1249480807628
2008-09-03 04:00:00,1640.550398917205
2008-09-04 04:00:00,1645.6669529055157
2008-09-05 04:00:00,1677.8622947782321
2008-09-08 04:00:00,1693.368933424719
2008-09-09 04:00:00,1681.4238341486764
2008-09-10 04:00:00,1683.4806532706607
2008-09-11 04:00:00,1690.039097614087
2008-09-12 04:00:00,1688.487272664324
2008-09-15 04:00:00,1621.7036564780726
2008-09-16 04:00:00,1627.1087750366744
2008-09-17 04:00:00,1620.9447667898396
2008-09-18 04:00:00,1625.5359447088945
2008-09-19 04:00:00,1623.610723203314
2008-09-22 04:00:00,1624.2841311396967
2008-09-23 04:00:00,1465.0681932084358
2008-09-24 04:00:00,1458.3662321610298
2008-09-25 04:00:00,1471.9728885961642
2008-09-26 04:00:00,1448.0147427118898
2008-09-29 04:00:00,1446.13777714288
2008-09-30 04:00:00,1439.9701745380482
2008-10-01 04:00:00,1418.8412813651448
2008-10-02 04:00:00,1414.3513355942348
2008-10-03 04:00:00,1415.765667207253
2008-10-06 04:00:00,1414.3152605879593
2008-10-07 04:00:00,1397.2963487414013
2008-10-08 04:00:00,1401.9861928547105
2008-10-09 04:00:00,1409.5624631365633
2008-10-10 04:00:00,1424.3731300470529
2008-10-13 04:00:00,1431.5313386235534
2008-10-14 04:00:00,1440.1582267873314
2008-10-15 04:00:00,1408.0987985680295
2008-10-16 04:00:00,1421.8485222650934
2008-10-17 04:00:00,1442.3562789207024
2008-10-20 04:00:00,1429.3501664560529
2008-10-21 04:00:00,1437.0170350374447
2008-10-22 04:00:00,1420.8773659939998
2008-10-23 04:00:00,1432.323343548959
2008-10-24 04:00:00,1428.6973085199331
2008-10-27 04:00:00,1432.8305517526114
2008-10-28 04:00:00,1436.3175579011727
2008-10-29 04:00:00,1443.487564343704
2008-10-30 04:00:00,1464.0414066991818
2008-10-31 04:00:00,1484.2883398633614
2008-11-03 05:00:00,1497.8171510886752
2008-11-04 05:00:00,1507.5206641455568
2008-11-05 05:00:00,1497.244189169692
2008-11-06 05:00:00,1493.5673013255725
2008-11-07 05:00:00,1491.5213271274872
2008-11-10 05:00:00,1500.060754976447
2008-11-11 05:00:00,1504.2689078710168
2008-11-12 05:00:00,1508.9626194199475
2008-11-13 05:00:00,1517.1211090503405
2008-11-14 05:00:00,1510.0508457389744
2008-11-17 05:00:00,1473.8743665680797
2008-11-18 05:00:00,1478.740380068187
2008-11-19 05:00:00,1460.0840002942211
2008-11-20 05:00:00,1450.5236510056168
2008-11-21 05:00:00,1473.1558922346187
2008-11-24 05:00:00,1474.592395238277
2008-11-25 05:00:00,1483.3226709744529
2008-11-26 05:00:00,1486.328207813012
2008-11-28 14:30:00,1460.2740827977846
2008-12-01 05:00:00,1484.3829265672591
2008-12-02 05:00:00,1471.5243427938053
2008-12-03 05:00:00,1480.6300029777312
2008-12-04 05:00:00,1630.9005330587222
2008-12-05 05:00:00,1621.1521137346006
2008-12-08 05:00:00,1631.6549818361748
2008-12-09 05:00:00,1623.89616821877
2008-12-10 05:00:00,1627.8202446189239
2008-12-11 05:00:00,1607.1160434898823
2008-12-12 05:00:00,1620.725824876057
2008-12-15 05:00:00,1648.116842438063
2008-12-16 05:00:00,1640.6896821127339
2008-12-17 05:00:00,1834.6598456838342
2008-12-18 05:00:00,1846.7125002738392
2008-12-19 05:00:00,1832.6598867440828
2008-12-22 05:00:00,1823.8836174890168
2008-12-23 05:00:00,1650.79627000556
2008-12-24 14:30:00,1676.061381525151
2008-12-26 05:00:00,1601.7618427118189
2008-12-29 05:00:00,1590.4343537707446
2008-12-30 05:00:00,1586.5659287538203
